genero,edad,peso,altura,objetivo,TMB,día,ejercicio,series,repeticiones,parte_musculo
Masculino,49,77.9,1.71,aumento de peso,1655.03,lunes,"['Shrugs calisténicos', 'T raises', 'Handstand push ups']","[3, 3, 4]","[13, 12, 14]","['hombro', 'hombro', 'bicep_tricep']"
Femenino,27,73.5,1.64,aumento de peso,1528.9,lunes,"['Flexiones hindu', 'Handstand hold', 'Flexiones una mano asistidas', 'Flexiones hindu']","[5, 4, 3, 5]","[12, 12, 10, 11]","['bicep_tricep', 'hombro', 'pecho', 'pecho']"
Masculino,53,61.4,1.9,perdida de peso,1496.78,viernes,"['Wall handstand', 'Pull ups', 'T raises']","[3, 2, 2]","[13, 16, 11]","['hombro', 'espalda', 'hombro']"
Femenino,51,58.8,1.64,perdida de peso,1274.98,lunes,"['Flexiones normales', 'Flexiones close grip', 'Flexiones close grip']","[3, 2, 3]","[20, 18, 16]","['pecho', 'bicep_tricep', 'bicep_tricep']"
Masculino,25,88.5,1.85,aumento de peso,2033.45,miércoles,"['Handstand hold', 'Wall sit', 'Zancadas salto', 'Pike push ups']","[3, 3, 4, 3]","[16, 14, 11, 11]","['hombro', 'pierna', 'pierna', 'hombro']"
Femenino,51,63.1,1.74,aumento de peso,1334.26,miércoles,"['Flexiones pino', 'Pike push ups', 'Sentadillas sumo']","[4, 3, 2]","[13, 8, 10]","['hombro', 'hombro', 'pierna']"
Masculino,53,65.1,1.85,perdida de peso,1522.47,jueves,"['Flexiones close grip', 'Flexiones hindu', 'Pike push ups']","[4, 3, 2]","[13, 12, 14]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Femenino,48,57.5,1.62,perdida de peso,1273.0,viernes,"['Handstand hold', 'Remo con toalla', 'Superman']","[4, 3, 3]","[15, 12, 13]","['hombro', 'espalda', 'espalda']"
Masculino,27,63.1,1.83,aumento de peso,1661.87,jueves,"['Dips en silla', 'Flexiones una mano asistidas', 'Flexiones normales', 'Flexiones declinadas']","[4, 5, 5, 5]","[10, 15, 11, 17]","['bicep_tricep', 'pecho', 'pecho', 'pecho']"
Femenino,27,58.4,1.62,aumento de peso,1380.34,jueves,"['Flexiones hindu', 'Dips en paralelas', 'Flexiones diamante', 'Dips en paralelas']","[4, 3, 3, 4]","[16, 11, 11, 11]","['pecho', 'bicep_tricep', 'pecho', 'bicep_tricep']"
Masculino,19,63.1,1.89,perdida de peso,1746.27,martes,"['Dips en paralelas', 'Dominadas neutras', 'Remo archer', 'Handstand push ups']","[5, 5, 3, 3]","[13, 25, 17, 18]","['bicep_tricep', 'espalda', 'espalda', 'bicep_tricep']"
Femenino,34,63.8,1.58,perdida de peso,1392.08,miércoles,"['Sentadillas', 'Zancadas', 'Elevación de talones', 'T raises']","[3, 3, 3, 4]","[20, 14, 19, 22]","['pierna', 'pierna', 'pierna', 'hombro']"
Masculino,53,73.0,1.73,aumento de peso,1570.7,martes,"['Pike push ups', 'Dominadas comando', 'Superman']","[4, 2, 4]","[14, 8, 14]","['bicep_tricep', 'espalda', 'espalda']"
Femenino,19,68.0,1.55,aumento de peso,1497.5,jueves,"['Dips en silla', 'Handstand push ups', 'Flexiones explosivas']","[2, 3, 2]","[11, 11, 10]","['bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,25,68.4,1.67,perdida de peso,1668.08,sábado,"['Zancadas', 'Remo archer', 'Dominadas pronadas', 'Muscle ups']","[3, 5, 3, 3]","[19, 13, 14, 18]","['pierna', 'espalda', 'espalda', 'espalda']"
Femenino,46,71.2,1.67,perdida de peso,1422.92,jueves,"['Pseudo planche', 'Chin ups', 'Dips en paralelas']","[4, 2, 2]","[16, 14, 18]","['bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,29,82.2,1.73,aumento de peso,1859.94,sábado,"['Flexiones diamante', 'Flexiones diamante', 'Dominadas supinas', 'Sentadillas búlgaras']","[3, 4, 3, 5]","[14, 18, 11, 13]","['pecho', 'pecho', 'espalda', 'pierna']"
Femenino,38,62.6,1.62,aumento de peso,1368.96,lunes,"['T raises', 'Pike push ups', 'Hollow body hold', 'Flexiones diamante']","[4, 5, 5, 4]","[11, 16, 17, 10]","['hombro', 'bicep_tricep', 'hombro', 'bicep_tricep']"
Masculino,26,69.7,1.87,perdida de peso,1779.09,jueves,"['Flexiones pino asistidas', 'Pike push ups', 'Handstand push ups', 'Flexiones hindu']","[3, 4, 4, 3]","[25, 14, 14, 24]","['pecho', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,51,46.6,1.66,perdida de peso,1161.46,sábado,"['Flexiones pino asistidas', 'Superman', 'Sentadillas búlgaras']","[2, 2, 4]","[20, 13, 17]","['pecho', 'espalda', 'pierna']"
Masculino,53,79.3,1.88,aumento de peso,1732.01,miércoles,"['Handstand hold', 'Handstand push ups', 'Flexiones pino']","[3, 2, 4]","[8, 11, 12]","['hombro', 'hombro', 'hombro']"
Femenino,34,70.4,1.66,aumento de peso,1469.84,martes,"['Remo con toalla', 'Pike push ups', 'Dominadas anchas', 'Dominadas comando']","[5, 3, 5, 4]","[13, 16, 13, 11]","['espalda', 'bicep_tricep', 'espalda', 'espalda']"
Masculino,30,72.6,1.7,perdida de peso,1706.62,miércoles,"['Sentadillas búlgaras', 'Saltos en caja', 'Sentadillas salto', 'Zancadas']","[3, 4, 3, 4]","[20, 13, 25, 24]","['pierna', 'pierna', 'pierna', 'pierna']"
Femenino,19,71.1,1.55,perdida de peso,1527.26,miércoles,"['Zancadas salto', 'Plancha lateral', 'Wall handstand']","[2, 3, 3]","[14, 20, 14]","['pierna', 'hombro', 'hombro']"
Masculino,27,70.2,1.77,aumento de peso,1729.14,miércoles,"['Burpees', 'Flexiones pike', 'Elevación de talones', 'Wall handstand']","[5, 5, 4, 3]","[13, 14, 18, 12]","['pierna', 'hombro', 'pierna', 'hombro']"
Femenino,54,73.3,1.62,aumento de peso,1396.48,viernes,"['Dominadas supinas', 'T raises', 'Remo con toalla']","[4, 4, 4]","[12, 9, 13]","['espalda', 'hombro', 'espalda']"
Masculino,30,70.3,1.69,perdida de peso,1670.11,miércoles,"['Zancadas laterales', 'Flexiones pino', 'Sentadillas pistol', 'Burpees']","[3, 4, 3, 4]","[14, 18, 18, 19]","['pierna', 'hombro', 'pierna', 'pierna']"
Femenino,48,70.4,1.65,perdida de peso,1402.24,martes,"['Flexiones tricep', 'Chin ups', 'Dominadas comando']","[4, 2, 3]","[18, 11, 19]","['bicep_tricep', 'espalda', 'espalda']"
Masculino,31,89.4,1.85,aumento de peso,2004.98,jueves,"['Flexiones inclinadas', 'Flexiones wide grip', 'Flexiones una mano asistidas', 'Flexiones normales']","[3, 3, 4, 3]","[18, 17, 14, 18]","['pecho', 'pecho', 'pecho', 'pecho']"
Femenino,49,70.8,1.72,aumento de peso,1413.98,sábado,"['Dominadas neutras', 'Sentadillas', 'Sentadillas búlgaras']","[4, 4, 2]","[15, 11, 15]","['espalda', 'pierna', 'pierna']"
Masculino,28,64.9,1.72,perdida de peso,1624.73,viernes,"['Pike push ups', 'Dominadas comando', 'Handstand hold', 'Flexiones pike']","[3, 5, 4, 3]","[17, 14, 25, 18]","['hombro', 'espalda', 'hombro', 'hombro']"
Femenino,44,50.3,1.68,perdida de peso,1233.48,jueves,"['Handstand push ups', 'Dominadas supinas', 'Flexiones close grip', 'Dips en paralelas']","[3, 4, 5, 4]","[16, 17, 15, 23]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,55,77.2,1.77,aumento de peso,1634.64,viernes,"['Hollow body hold', 'Chin ups', 'Dominadas supinas']","[3, 3, 4]","[14, 15, 12]","['hombro', 'espalda', 'espalda']"
Femenino,25,68.3,1.63,aumento de peso,1486.58,martes,"['Flexiones close grip', 'Flexiones tricep', 'Handstand push ups', 'Dominadas supinas']","[4, 3, 5, 4]","[16, 15, 11, 12]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'espalda']"
Masculino,26,79.1,1.8,perdida de peso,1872.87,miércoles,"['Zancadas salto', 'Handstand push ups', 'Sentadillas pistol', 'Zancadas salto']","[5, 5, 5, 6]","[21, 16, 15, 24]","['pierna', 'hombro', 'pierna', 'pierna']"
Femenino,30,54.8,1.57,perdida de peso,1322.68,miércoles,"['Hollow body hold', 'Zancadas', 'Sentadillas salto', 'Zancadas salto']","[5, 3, 5, 3]","[18, 22, 21, 14]","['hombro', 'pierna', 'pierna', 'pierna']"
Masculino,42,88.6,1.69,aumento de peso,1839.22,martes,"['Pseudo planche', 'Flexiones close grip', 'Flexiones close grip']","[2, 3, 4]","[11, 13, 10]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,21,59.7,1.7,aumento de peso,1435.42,viernes,"['Dominadas neutras', 'Pike push ups', 'Handstand push ups', 'Chin ups']","[6, 4, 4, 5]","[14, 18, 18, 14]","['espalda', 'hombro', 'hombro', 'espalda']"
Masculino,38,76.0,1.65,perdida de peso,1673.8,lunes,"['Flexiones normales', 'Flexiones tricep', 'Flexiones declinadas', 'Dips en paralelas']","[3, 3, 3, 3]","[14, 14, 19, 25]","['pecho', 'bicep_tricep', 'pecho', 'pecho']"
Femenino,41,55.9,1.72,perdida de peso,1308.54,viernes,"['Pull ups', 'Dominadas comando', 'Flexiones pike', 'Remo invertido']","[4, 5, 3, 5]","[23, 20, 22, 23]","['espalda', 'espalda', 'hombro', 'espalda']"
Masculino,36,92.7,1.88,aumento de peso,2031.19,jueves,"['Flexiones diamante', 'Flexiones hindu', 'Handstand push ups', 'Flexiones diamante']","[3, 5, 4, 5]","[15, 18, 11, 11]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,29,65.0,1.66,aumento de peso,1441.5,jueves,"['Flexiones pike', 'Handstand push ups', 'Chin ups', 'Dips en paralelas']","[6, 4, 4, 5]","[16, 13, 18, 16]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,55,75.0,1.76,perdida de peso,1599.5,jueves,"['Flexiones declinadas', 'Flexiones inclinadas', 'Dips en paralelas']","[3, 4, 3]","[11, 18, 19]","['pecho', 'pecho', 'bicep_tricep']"
Femenino,52,68.5,1.6,perdida de peso,1356.2,miércoles,"['Zancadas laterales', 'Sentadillas', 'Wall sit']","[2, 2, 3]","[13, 18, 17]","['pierna', 'pierna', 'pierna']"
Masculino,25,83.3,1.86,aumento de peso,1967.21,martes,"['Dips en paralelas', 'Muscle ups', 'Dips entre bancos', 'Dominadas neutras']","[5, 5, 4, 5]","[17, 12, 15, 13]","['bicep_tricep', 'espalda', 'bicep_tricep', 'espalda']"
Femenino,44,63.6,1.73,aumento de peso,1370.16,martes,"['Dips entre bancos', 'Chin ups', 'Dominadas anchas', 'Dips entre bancos']","[5, 3, 3, 5]","[17, 12, 15, 15]","['bicep_tricep', 'espalda', 'espalda', 'bicep_tricep']"
Masculino,20,94.6,1.81,perdida de peso,2131.02,sábado,"['Pull ups', 'Chin ups', 'Dominadas pronadas']","[4, 3, 3]","[13, 19, 12]","['espalda', 'espalda', 'espalda']"
Femenino,32,49.8,1.63,perdida de peso,1276.08,martes,"['Dominadas anchas', 'Dips en paralelas', 'Flexiones diamante', 'Dips en paralelas']","[5, 3, 4, 4]","[18, 24, 25, 21]","['espalda', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,29,79.4,1.81,aumento de peso,1861.58,viernes,"['Pull ups', 'Remo con toalla', 'Flexiones pino', 'Dominadas comando']","[6, 5, 5, 4]","[14, 14, 18, 14]","['espalda', 'espalda', 'hombro', 'espalda']"
Femenino,51,57.8,1.73,aumento de peso,1281.58,jueves,"['Flexiones pino asistidas', 'Flexiones hindu', 'Flexiones tricep']","[2, 3, 4]","[11, 12, 10]","['pecho', 'pecho', 'bicep_tricep']"
Masculino,42,77.6,1.7,perdida de peso,1693.52,viernes,"['Plancha lateral', 'Dominadas pronadas', 'Dominadas neutras', 'Dominadas pronadas']","[4, 5, 5, 5]","[21, 14, 22, 23]","['hombro', 'espalda', 'espalda', 'espalda']"
Femenino,19,74.0,1.63,perdida de peso,1569.5,martes,"['Dominadas comando', 'Dominadas anchas', 'Dominadas neutras', 'Dominadas comando']","[5, 5, 5, 4]","[23, 22, 13, 18]","['espalda', 'espalda', 'espalda', 'espalda']"
Masculino,44,60.5,1.85,aumento de peso,1520.65,jueves,"['Flexiones close grip', 'Pseudo planche', 'Flexiones close grip', 'Pseudo planche']","[4, 5, 5, 3]","[12, 17, 15, 17]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,33,58.7,1.57,aumento de peso,1346.02,lunes,"['Flexiones diamante', 'Wall handstand', 'Pike push ups', 'Flexiones hindu']","[5, 5, 4, 4]","[11, 10, 18, 16]","['bicep_tricep', 'hombro', 'hombro', 'bicep_tricep']"
Masculino,50,65.5,1.73,perdida de peso,1488.35,sábado,"['Remo archer', 'Flexiones pike', 'Flexiones wide grip']","[4, 4, 3]","[11, 13, 15]","['espalda', 'pecho', 'pecho']"
Femenino,50,58.1,1.59,perdida de peso,1263.96,martes,"['Dominadas neutras', 'Dominadas pronadas', 'Pseudo planche']","[4, 3, 4]","[16, 17, 18]","['espalda', 'espalda', 'bicep_tricep']"
Masculino,39,65.6,1.74,aumento de peso,1569.52,viernes,"['Dominadas anchas', 'Muscle ups', 'Flexiones pike', 'Wall handstand']","[5, 3, 5, 4]","[11, 13, 13, 14]","['espalda', 'espalda', 'hombro', 'hombro']"
Femenino,36,73.1,1.7,aumento de peso,1493.56,martes,"['Dominadas supinas', 'Dips entre bancos', 'Remo invertido', 'Pull ups']","[5, 5, 5, 5]","[14, 11, 15, 15]","['espalda', 'bicep_tricep', 'espalda', 'espalda']"
Masculino,31,92.1,1.73,perdida de peso,1981.97,lunes,"['Shrugs calisténicos', 'Dips en paralelas', 'Wall handstand']","[4, 4, 3]","[17, 15, 15]","['hombro', 'bicep_tricep', 'hombro']"
Femenino,40,49.3,1.61,perdida de peso,1230.08,jueves,"['Flexiones declinadas', 'Pike push ups', 'Flexiones close grip', 'Flexiones diamante']","[5, 4, 4, 5]","[17, 13, 16, 19]","['pecho', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,28,93.1,1.84,aumento de peso,2071.07,jueves,"['Flexiones hindu', 'Flexiones declinadas', 'Dips en silla', 'Dips en silla']","[3, 5, 5, 5]","[13, 10, 16, 17]","['bicep_tricep', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Femenino,29,51.0,1.71,aumento de peso,1316.1,sábado,"['Sentadillas pistol', 'Remo archer', 'Burpees', 'Flexiones declinadas']","[4, 5, 4, 4]","[18, 14, 14, 18]","['pierna', 'espalda', 'pierna', 'pecho']"
Masculino,24,70.9,1.85,perdida de peso,1799.13,miércoles,"['Elevaciones laterales', 'Handstand hold', 'Shrugs calisténicos', 'Pike push ups']","[5, 4, 3, 3]","[24, 18, 21, 21]","['hombro', 'hombro', 'hombro', 'hombro']"
Femenino,44,63.5,1.65,perdida de peso,1354.8,lunes,"['Flexiones wide grip', 'Chin ups', 'Chin ups', 'Flexiones explosivas']","[5, 5, 3, 3]","[16, 23, 24, 17]","['pecho', 'bicep_tricep', 'bicep_tricep', 'pecho']"
Masculino,50,94.4,1.67,aumento de peso,1854.28,sábado,"['Dominadas pronadas', 'Remo con toalla', 'Sentadillas pistol']","[4, 2, 3]","[8, 15, 15]","['espalda', 'espalda', 'pierna']"
Femenino,49,47.2,1.69,aumento de peso,1182.02,jueves,"['Flexiones hindu', 'Flexiones explosivas', 'Dominadas supinas']","[2, 3, 3]","[13, 9, 14]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Masculino,25,65.6,1.75,perdida de peso,1669.72,martes,"['Dominadas neutras', 'Pull ups', 'Muscle ups', 'Dominadas anchas']","[3, 3, 3, 3]","[17, 14, 25, 14]","['espalda', 'espalda', 'espalda', 'espalda']"
Femenino,33,59.3,1.73,perdida de peso,1380.58,lunes,"['Flexiones diamante', 'Dips en paralelas', 'Flexiones diamante', 'Dips en silla']","[3, 3, 5, 4]","[18, 22, 14, 14]","['pecho', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,31,60.7,1.77,aumento de peso,1571.79,miércoles,"['Handstand hold', 'Sentadillas salto', 'Zancadas salto', 'Zancadas salto']","[3, 4, 3, 5]","[10, 15, 12, 14]","['hombro', 'pierna', 'pierna', 'pierna']"
Femenino,44,61.7,1.56,aumento de peso,1321.32,sábado,"['Superman', 'Dominadas anchas', 'Flexiones archer', 'Flexiones pino asistidas']","[4, 3, 4, 3]","[18, 14, 13, 11]","['espalda', 'espalda', 'pecho', 'pecho']"
Masculino,35,77.3,1.73,perdida de peso,1752.01,miércoles,"['Wall sit', 'Flexiones pike', 'T raises', 'Elevación de talones']","[3, 3, 3, 4]","[13, 14, 21, 19]","['pierna', 'hombro', 'hombro', 'pierna']"
Femenino,19,59.5,1.66,perdida de peso,1435.7,viernes,"['Pike push ups', 'Dominadas supinas', 'Remo con toalla', 'Dominadas pronadas']","[4, 4, 6, 5]","[20, 25, 28, 21]","['hombro', 'espalda', 'espalda', 'espalda']"
Masculino,18,78.4,1.65,aumento de peso,1842.68,jueves,"['Chin ups', 'Flexiones archer', 'Pike push ups']","[4, 3, 2]","[11, 15, 9]","['bicep_tricep', 'pecho', 'bicep_tricep']"
Femenino,31,69.3,1.7,aumento de peso,1480.58,lunes,"['Dips en paralelas', 'Flexiones normales', 'T raises', 'Flexiones pino']","[6, 6, 4, 4]","[18, 15, 14, 15]","['pecho', 'pecho', 'hombro', 'hombro']"
Masculino,22,78.2,1.79,perdida de peso,1882.74,sábado,"['Flexiones explosivas', 'Saltos en caja', 'Dominadas supinas', 'Chin ups']","[5, 6, 6, 4]","[28, 21, 21, 29]","['pecho', 'pierna', 'espalda', 'espalda']"
Femenino,40,69.7,1.64,perdida de peso,1431.32,viernes,"['Dominadas neutras', 'T raises', 'Pike push ups', 'Remo archer']","[4, 5, 4, 5]","[18, 19, 16, 13]","['espalda', 'hombro', 'hombro', 'espalda']"
Masculino,30,65.2,1.76,aumento de peso,1635.24,viernes,"['Remo con toalla', 'Dominadas supinas', 'Dominadas neutras', 'Pike push ups']","[4, 3, 4, 3]","[13, 14, 11, 16]","['espalda', 'espalda', 'espalda', 'hombro']"
Femenino,37,73.5,1.66,aumento de peso,1485.5,jueves,"['Flexiones inclinadas', 'Flexiones declinadas', 'Flexiones wide grip', 'Flexiones una mano asistidas']","[5, 4, 4, 5]","[14, 15, 11, 10]","['pecho', 'pecho', 'pecho', 'pecho']"
Masculino,42,77.1,1.71,perdida de peso,1691.67,miércoles,"['Zancadas salto', 'Sentadillas salto', 'Hollow body hold', 'Pike push ups']","[5, 5, 4, 5]","[22, 19, 20, 15]","['pierna', 'pierna', 'hombro', 'hombro']"
Femenino,41,52.8,1.59,perdida de peso,1255.38,sábado,"['Sentadillas búlgaras', 'Pull ups', 'Dominadas comando', 'Dominadas anchas']","[5, 4, 5, 5]","[23, 22, 17, 17]","['pierna', 'espalda', 'espalda', 'espalda']"
Masculino,52,88.7,1.84,aumento de peso,1847.59,jueves,"['Flexiones diamante', 'Flexiones pike', 'Flexiones declinadas']","[2, 2, 2]","[11, 11, 14]","['pecho', 'pecho', 'pecho']"
Femenino,32,72.7,1.72,aumento de peso,1512.12,martes,"['Pull ups', 'Muscle ups', 'Muscle ups', 'Dominadas anchas']","[5, 6, 5, 5]","[13, 15, 16, 18]","['espalda', 'espalda', 'espalda', 'espalda']"
Masculino,45,81.4,1.69,perdida de peso,1720.18,miércoles,"['Handstand push ups', 'Flexiones pino', 'Elevaciones laterales']","[3, 3, 3]","[14, 17, 20]","['hombro', 'hombro', 'hombro']"
Femenino,23,71.6,1.57,perdida de peso,1516.86,sábado,"['Elevación de talones', 'Pull ups', 'Wall sit']","[4, 2, 2]","[14, 14, 18]","['pierna', 'espalda', 'pierna']"
Masculino,32,73.6,1.81,aumento de peso,1761.72,jueves,"['Dips en silla', 'Dips en paralelas', 'Flexiones archer', 'Flexiones hindu']","[5, 3, 4, 4]","[11, 14, 12, 12]","['bicep_tricep', 'bicep_tricep', 'pecho', 'pecho']"
Femenino,40,73.2,1.61,aumento de peso,1459.52,lunes,"['Flexiones declinadas', 'Flexiones pike', 'Chin ups']","[3, 4, 2]","[11, 10, 11]","['pecho', 'hombro', 'bicep_tricep']"
Masculino,55,78.5,1.69,perdida de peso,1612.45,jueves,"['Flexiones hindu', 'Flexiones explosivas', 'Flexiones wide grip']","[2, 4, 2]","[14, 16, 18]","['pecho', 'pecho', 'pecho']"
Femenino,32,52.3,1.69,perdida de peso,1310.88,lunes,"['Flexiones hindu', 'Shrugs calisténicos', 'Flexiones pike', 'Shrugs calisténicos']","[4, 3, 4, 5]","[21, 14, 23, 13]","['bicep_tricep', 'hombro', 'pecho', 'hombro']"
Masculino,49,76.5,1.85,aumento de peso,1705.85,miércoles,"['Handstand push ups', 'T raises', 'Flexiones pike']","[2, 2, 3]","[13, 14, 8]","['hombro', 'hombro', 'hombro']"
Femenino,22,73.6,1.7,aumento de peso,1564.16,jueves,"['Flexiones declinadas', 'Flexiones pike', 'Flexiones hindu', 'Pseudo planche']","[4, 5, 5, 3]","[11, 12, 13, 14]","['pecho', 'pecho', 'bicep_tricep', 'bicep_tricep']"
Masculino,50,91.5,1.72,perdida de peso,1839.55,viernes,"['Flexiones pino', 'Flexiones pino', 'Superman']","[3, 4, 4]","[15, 20, 16]","['hombro', 'hombro', 'espalda']"
Femenino,55,50.2,1.61,perdida de peso,1168.22,martes,"['Dominadas supinas', 'Dominadas pronadas', 'Pull ups']","[2, 4, 2]","[16, 14, 19]","['bicep_tricep', 'espalda', 'espalda']"
Masculino,27,83.4,1.84,aumento de peso,1944.98,martes,"['Superman', 'Muscle ups', 'Dominadas comando', 'Dominadas supinas']","[6, 5, 5, 4]","[15, 15, 16, 18]","['espalda', 'espalda', 'espalda', 'espalda']"
Femenino,21,53.6,1.65,aumento de peso,1367.86,jueves,"['Flexiones diamante', 'Flexiones inclinadas', 'Flexiones wide grip', 'Flexiones hindu']","[5, 4, 4, 3]","[14, 12, 14, 15]","['pecho', 'pecho', 'pecho', 'bicep_tricep']"
Masculino,27,71.9,1.81,perdida de peso,1772.43,jueves,"['Flexiones hindu', 'Pseudo planche', 'Chin ups', 'Flexiones close grip']","[4, 5, 4, 5]","[17, 18, 21, 25]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Femenino,22,68.7,1.63,perdida de peso,1504.52,jueves,"['Handstand push ups', 'Flexiones hindu', 'Flexiones pino asistidas', 'Dips en silla']","[4, 3, 4, 3]","[15, 24, 18, 18]","['bicep_tricep', 'pecho', 'pecho', 'bicep_tricep']"
Masculino,19,85.6,1.81,aumento de peso,2014.52,jueves,"['Handstand push ups', 'Flexiones tricep', 'Flexiones declinadas', 'Flexiones una mano asistidas']","[3, 4, 4, 5]","[12, 12, 11, 11]","['bicep_tricep', 'bicep_tricep', 'pecho', 'pecho']"
Femenino,54,61.7,1.68,aumento de peso,1295.92,miércoles,"['Sentadillas pistol', 'Flexiones pino', 'Plancha lateral']","[4, 4, 2]","[13, 8, 15]","['pierna', 'hombro', 'hombro']"
Masculino,29,94.9,1.66,perdida de peso,1998.93,sábado,"['Zancadas', 'Remo invertido', 'Flexiones inclinadas']","[4, 4, 4]","[11, 19, 11]","['pierna', 'espalda', 'pecho']"
Femenino,26,45.5,1.61,perdida de peso,1259.4,martes,"['Flexiones close grip', 'Dominadas anchas', 'Dominadas supinas', 'Dominadas comando']","[4, 3, 5, 3]","[15, 24, 20, 23]","['bicep_tricep', 'espalda', 'espalda', 'espalda']"
Masculino,24,72.5,1.83,aumento de peso,1811.05,lunes,"['Handstand hold', 'Wall handstand', 'Flexiones diamante', 'Flexiones hindu']","[6, 4, 4, 6]","[12, 17, 14, 14]","['hombro', 'hombro', 'pecho', 'pecho']"
Femenino,31,68.1,1.63,aumento de peso,1456.46,sábado,"['Flexiones diamante', 'Flexiones wide grip', 'Flexiones una mano asistidas', 'Flexiones wide grip']","[3, 3, 5, 5]","[10, 12, 13, 14]","['pecho', 'pecho', 'pecho', 'pecho']"
Masculino,22,71.3,1.86,perdida de peso,1823.21,sábado,"['Flexiones explosivas', 'Flexiones archer', 'Sentadillas pistol', 'Remo con toalla']","[5, 5, 4, 4]","[17, 17, 19, 29]","['pecho', 'pecho', 'pierna', 'espalda']"
Femenino,23,61.5,1.7,perdida de peso,1443.3,sábado,"['Flexiones archer', 'Zancadas', 'Dominadas neutras', 'Flexiones pike']","[4, 5, 6, 6]","[21, 18, 29, 24]","['pecho', 'pierna', 'espalda', 'pecho']"
Masculino,31,87.1,1.69,aumento de peso,1893.47,jueves,"['Dominadas supinas', 'Pseudo planche', 'Flexiones inclinadas']","[2, 3, 2]","[12, 13, 11]","['bicep_tricep', 'bicep_tricep', 'pecho']"
Femenino,40,48.2,1.6,aumento de peso,1217.72,miércoles,"['Elevaciones laterales', 'Plancha lateral', 'Y raises', 'Sentadillas pistol']","[4, 5, 3, 4]","[17, 16, 15, 14]","['hombro', 'hombro', 'hombro', 'pierna']"
Masculino,33,77.9,1.89,perdida de peso,1853.83,miércoles,"['Shrugs calisténicos', 'Handstand push ups', 'Sentadillas salto', 'Pike push ups']","[6, 4, 4, 6]","[15, 15, 22, 21]","['hombro', 'hombro', 'pierna', 'hombro']"
Femenino,47,46.6,1.57,perdida de peso,1164.06,sábado,"['Pull ups', 'Dominadas supinas', 'Flexiones declinadas']","[4, 2, 2]","[18, 14, 12]","['espalda', 'espalda', 'pecho']"
Masculino,18,73.3,1.66,aumento de peso,1777.81,lunes,"['Dips en paralelas', 'Flexiones explosivas', 'Flexiones hindu', 'Flexiones archer']","[3, 3, 3, 4]","[13, 11, 15, 13]","['pecho', 'pecho', 'pecho', 'pecho']"
Femenino,42,73.7,1.6,aumento de peso,1453.12,jueves,"['Dips en silla', 'Flexiones diamante', 'Dips en paralelas']","[4, 4, 4]","[15, 12, 15]","['bicep_tricep', 'bicep_tricep', 'bicep_tricep']"
Masculino,38,63.9,1.89,perdida de peso,1628.03,viernes,"['T raises', 'Handstand push ups', 'Remo archer', 'Dominadas pronadas']","[3, 4, 5, 5]","[19, 21, 24, 18]","['hombro', 'hombro', 'espalda', 'espalda']"
Femenino,50,61.5,1.64,perdida de peso,1305.6,miércoles,"['Elevación de talones', 'Flexiones pino', 'Y raises']","[2, 2, 3]","[12, 19, 14]","['pierna', 'hombro', 'hombro']"
Masculino,43,92.6,1.79,aumento de peso,1937.22,miércoles,"['T raises', 'Hollow body hold', 'Burpees']","[3, 3, 4]","[12, 8, 10]","['hombro', 'hombro', 'pierna']"
Femenino,40,69.4,1.73,aumento de peso,1444.64,viernes,"['Flexiones pike', 'Muscle ups', 'Remo con toalla', 'Dominadas pronadas']","[4, 4, 3, 5]","[16, 12, 12, 16]","['hombro', 'espalda', 'espalda', 'espalda']"
Masculino,23,87.4,1.66,perdida de peso,1936.98,sábado,"['Flexiones una mano asistidas', 'Zancadas laterales', 'Sentadillas salto']","[3, 4, 2]","[14, 18, 13]","['pecho', 'pierna', 'pierna']"
Femenino,49,58.1,1.67,perdida de peso,1283.06,sábado,"['Flexiones explosivas', 'Zancadas', 'Chin ups']","[2, 2, 4]","[16, 18, 13]","['pecho', 'pierna', 'espalda']"
Masculino,51,83.8,1.89,aumento de peso,1812.26,sábado,"['Pull ups', 'Flexiones archer', 'Flexiones pike']","[3, 4, 4]","[9, 15, 11]","['espalda', 'pecho', 'pecho']"
